Meas_Num,Item,Series,Time_Stamp,Date,Time_s,Measurement_ID,Image,Intensity_Cnt_s,Normalized_Intensity_Cnt_s,Number_Acqs,Number_Unmarked_Acqs,Number_Marked_Acqs,Acqs_Unmarked,Acq_Time_s,DLS_Temp_C,Attenuation_Level,Laser_Power,Set_Temp_C,Ramp_Rate_C_min,Well,Row,Col,Configuration,Radius_nm,Amplitude,Diffusion_Coefficient_cm_s,Diameter_nm,Polydispersity_nm,PD,PD_Index,Mw_R_kDa,Baseline,SOS,Viscosity_from_Sample_Rh_cP,Lambda_1_s,Sigma_1_s,D10_nm,D50_nm,D90_nm,Span_D90_D10_D50,RMS_Error,Number_Unfiltered_Peaks_I,Number_Filtered_Peaks_I,Pre_correction_Internal_Standard_Rh_I_nm,Internal_Standard_Viscosity_I_cP,Mw_S_Da,_1_Mw_S_1_Da,Particle_Concentration_1_mL,Particle_Concentration_Calculation,Particle_Material,Particle_Shape,Particle_Core_Real_RI,Particle_Core_Imaginary_RI,Sample,Concentration_mg_mL,Mw_R_Model,dn_dc_mL_g,Conformation_Model_for_SLS,A2_mol_mL_g_2,Viscosity_Calculation_Use_Internal_Standard,Internal_Standard_Rh_nm,Internal_Standard_Rh_Range_Minimum_nm,Internal_Standard_Rh_Range_Maximum_nm,Solvent,Rfr_Idx_589nm_20C,Viscosity_cP,Temp_Model,Peak_Num,Peak_Radius_nm_I,Peak_Diameter_nm_I,Peak_Diffusion_Coefficient_cm_s_I,Peak_Mw_R_kDa_I,Peak_Pd_I,Peak_Pd_nm_I,Peak_Pd_Index_I,Peak_Intensity_I,Peak_Mass_I,Peak_Number_I,Membrane_Type,Protein_Type,Protein_Conc,Lipid_Type,Lipid_Conc,Polymer_Type,Polymer_Percentage,Buffer_Type,Buffer_Conc,pH,Salt_Conc,Polymer_Mr,Latex_Nanospheres,Experiment_ID
50,"E2 ",NULL,17:20:10,29/01/2020,3326,50,View,4.67E+06,6.97E+06,5,5,0,100,5.03316,24.9972,33,100,25,0,E2,5,2,2020-Jan-29 16:23:46,3.1916,0.123497,7.71E-07,6.38321,1.7884,56.0344,0.560344,50.8697,1.00536,3.56042,--,2185.49,37378.4,--,--,--,--,8.60E-05,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887035,Aqueous,1,2.85661,5.71323,8.61E-07,39.2446,11.4495,0.327068,0.114495,88.422,99.9315,100,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.5,TRIS,50,8,150,NULL,NULL,290120_1
50,"E2 ",NULL,17:20:10,29/01/2020,3326,50,View,4.67E+06,6.97E+06,5,5,0,100,5.03316,24.9972,33,100,25,0,E2,5,2,2020-Jan-29 16:23:46,3.1916,0.123497,7.71E-07,6.38321,1.7884,56.0344,0.560344,50.8697,1.00536,3.56042,--,2185.49,37378.4,--,--,--,--,8.60E-05,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887035,Aqueous,2,76.846,153.692,3.20E-08,86927.1,11.4954,8.83377,0.114954,5.35813,0.00283148,1.17E-07,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.5,TRIS,50,8,150,NULL,NULL,290120_1
50,"E2 ",NULL,17:20:10,29/01/2020,3326,50,View,4.67E+06,6.97E+06,5,5,0,100,5.03316,24.9972,33,100,25,0,E2,5,2,2020-Jan-29 16:23:46,3.1916,0.123497,7.71E-07,6.38321,1.7884,56.0344,0.560344,50.8697,1.00536,3.56042,--,2185.49,37378.4,--,--,--,--,8.60E-05,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887035,Aqueous,3,851.579,1703.16,2.89E-09,2.42E+07,14.7009,125.19,0.147009,6.21989,0.0657104,2.09E-09,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.5,TRIS,50,8,150,NULL,NULL,290120_1
51,"E3 ",NULL,17:21:01,29/01/2020,3377,51,View,5.40E+06,7.20E+06,5,5,0,100,5.03316,25.0029,0,75,25,0,E3,5,3,2020-Jan-29 16:23:46,3.28796,0.122348,7.49E-07,6.57593,1.5225,46.3053,0.463053,54.5362,1.00312,1.06815,--,16315.3,28437.9,--,--,--,--,9.25E-05,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886917,Aqueous,1,3.12479,6.24959,7.88E-07,48.413,17.321,0.541246,0.17321,91.0098,99.9718,100,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.5,TRIS,50,8,150,NULL,NULL,290120_1
51,"E3 ",NULL,17:21:01,29/01/2020,3377,51,View,5.40E+06,7.20E+06,5,5,0,100,5.03316,25.0029,0,75,25,0,E3,5,3,2020-Jan-29 16:23:46,3.28796,0.122348,7.49E-07,6.57593,1.5225,46.3053,0.463053,54.5362,1.00312,1.06815,--,16315.3,28437.9,--,--,--,--,9.25E-05,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886917,Aqueous,2,28.9037,57.8074,8.51E-08,8821.01,11.9009,3.43981,0.119009,1.74709,0.0028245,2.76E-06,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.5,TRIS,50,8,150,NULL,NULL,290120_1
51,"E3 ",NULL,17:21:01,29/01/2020,3377,51,View,5.40E+06,7.20E+06,5,5,0,100,5.03316,25.0029,0,75,25,0,E3,5,3,2020-Jan-29 16:23:46,3.28796,0.122348,7.49E-07,6.57593,1.5225,46.3053,0.463053,54.5362,1.00312,1.06815,--,16315.3,28437.9,--,--,--,--,9.25E-05,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886917,Aqueous,3,218.496,436.992,1.13E-08,1.00E+06,0,0,0,7.24308,0.0253587,4.85E-08,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.5,TRIS,50,8,150,NULL,NULL,290120_1
52,"E4 ",NULL,17:21:42,29/01/2020,3418,52,View,2.48E+06,2.48E+06,5,5,0,100,5.03316,24.9997,0,100,25,0,E4,5,4,2020-Jan-29 16:23:46,4.59783,0.0910684,5.35E-07,9.19566,2.62442,57.0796,0.570796,119.514,1.01551,65.9529,--,2.36E-05,26651.3,--,--,--,--,0.000269733,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886983,Aqueous,1,3.02396,6.04793,8.14E-07,44.8365,31.9842,0.96719,0.319842,59.8046,99.9038,99.9999,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
52,"E4 ",NULL,17:21:42,29/01/2020,3418,52,View,2.48E+06,2.48E+06,5,5,0,100,5.03316,24.9997,0,100,25,0,E4,5,4,2020-Jan-29 16:23:46,4.59783,0.0910684,5.35E-07,9.19566,2.62442,57.0796,0.570796,119.514,1.01551,65.9529,--,2.36E-05,26651.3,--,--,--,--,0.000269733,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886983,Aqueous,2,19.9439,39.8879,1.23E-07,3702.34,17.1095,3.4123,0.171095,9.1003,0.0380971,5.01E-05,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
52,"E4 ",NULL,17:21:42,29/01/2020,3418,52,View,2.48E+06,2.48E+06,5,5,0,100,5.03316,24.9997,0,100,25,0,E4,5,4,2020-Jan-29 16:23:46,4.59783,0.0910684,5.35E-07,9.19566,2.62442,57.0796,0.570796,119.514,1.01551,65.9529,--,2.36E-05,26651.3,--,--,--,--,0.000269733,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886983,Aqueous,3,160.047,320.094,1.54E-08,483812,13.9906,22.3915,0.139906,31.0951,0.0581184,1.14E-07,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
53,"E5 ",NULL,17:22:23,29/01/2020,3459,53,View,2.23E+06,2.23E+06,5,5,0,100,5.03316,24.9969,0,100,25,0,E5,5,5,2020-Jan-29 16:23:46,4.92865,0.084925,4.99E-07,9.85731,2.81326,57.0796,0.570796,140.613,1.0214,328.443,--,0.000263154,24860.6,--,--,--,--,0.000509507,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887039,Aqueous,1,2.78798,5.57596,8.83E-07,37.0739,35.5165,0.990195,0.355165,48.1718,99.2584,100,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
53,"E5 ",NULL,17:22:23,29/01/2020,3459,53,View,2.23E+06,2.23E+06,5,5,0,100,5.03316,24.9969,0,100,25,0,E5,5,5,2020-Jan-29 16:23:46,4.92865,0.084925,4.99E-07,9.85731,2.81326,57.0796,0.570796,140.613,1.0214,328.443,--,0.000263154,24860.6,--,--,--,--,0.000509507,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887039,Aqueous,2,79.1301,158.26,3.11E-08,93093.5,15.6847,12.4113,0.156847,13.3766,0.00904769,4.44E-08,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
53,"E5 ",NULL,17:22:23,29/01/2020,3459,53,View,2.23E+06,2.23E+06,5,5,0,100,5.03316,24.9969,0,100,25,0,E5,5,5,2020-Jan-29 16:23:46,4.92865,0.084925,4.99E-07,9.85731,2.81326,57.0796,0.570796,140.613,1.0214,328.443,--,0.000263154,24860.6,--,--,--,--,0.000509507,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887039,Aqueous,3,1847.77,3695.54,1.33E-09,1.48E+08,27.7933,513.556,0.277933,38.4516,0.732536,4.36E-10,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
54,"E6 ",NULL,17:23:05,29/01/2020,3501,54,View,2.44E+06,2.44E+06,5,5,0,100,5.03316,24.9927,0,100,25,0,E6,5,6,2020-Jan-29 16:23:46,5.11672,0.094627,4.81E-07,10.2334,2.92061,57.0796,0.570796,153.489,1.0175,247.787,--,1.93E-06,23944.2,--,--,--,--,0.000241885,6,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887126,Aqueous,1,3.21819,6.43637,7.65E-07,51.8665,38.7463,1.24693,0.387463,53.3803,99.8121,100,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
54,"E6 ",NULL,17:23:05,29/01/2020,3501,54,View,2.44E+06,2.44E+06,5,5,0,100,5.03316,24.9927,0,100,25,0,E6,5,6,2020-Jan-29 16:23:46,5.11672,0.094627,4.81E-07,10.2334,2.92061,57.0796,0.570796,153.489,1.0175,247.787,--,1.93E-06,23944.2,--,--,--,--,0.000241885,6,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887126,Aqueous,2,96.1891,192.378,2.56E-08,146993,32.2262,30.9981,0.322262,24.8717,0.0434981,2.22E-07,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
54,"E6 ",NULL,17:23:05,29/01/2020,3501,54,View,2.44E+06,2.44E+06,5,5,0,100,5.03316,24.9927,0,100,25,0,E6,5,6,2020-Jan-29 16:23:46,5.11672,0.094627,4.81E-07,10.2334,2.92061,57.0796,0.570796,153.489,1.0175,247.787,--,1.93E-06,23944.2,--,--,--,--,0.000241885,6,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887126,Aqueous,3,503.373,1006.75,4.89E-09,7.06E+06,31.9271,160.713,0.319271,21.7479,0.144382,7.48E-09,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.1,TRIS,50,8,150,NULL,NULL,290120_1
55,"E7 ",NULL,17:23:47,29/01/2020,3543,55,View,1.86E+06,1.86E+06,5,5,0,100,5.03316,24.9871,0,100,25,0,E7,5,7,2020-Jan-29 16:23:46,14.322,0.0760333,1.72E-07,28.644,8.17494,57.0796,0.570796,1706.06,1.04831,164.368,--,2.36E-06,8553.11,--,--,--,--,0.000223378,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88724,Aqueous,1,3.29394,6.58787,7.47E-07,54.7683,32.6703,1.07614,0.326703,44.5139,99.7691,100,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
55,"E7 ",NULL,17:23:47,29/01/2020,3543,55,View,1.86E+06,1.86E+06,5,5,0,100,5.03316,24.9871,0,100,25,0,E7,5,7,2020-Jan-29 16:23:46,14.322,0.0760333,1.72E-07,28.644,8.17494,57.0796,0.570796,1706.06,1.04831,164.368,--,2.36E-06,8553.11,--,--,--,--,0.000223378,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88724,Aqueous,2,22.9145,45.8291,1.07E-07,5123.5,11.8694,2.71982,0.118694,4.78617,0.0210632,1.74E-05,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
55,"E7 ",NULL,17:23:47,29/01/2020,3543,55,View,1.86E+06,1.86E+06,5,5,0,100,5.03316,24.9871,0,100,25,0,E7,5,7,2020-Jan-29 16:23:46,14.322,0.0760333,1.72E-07,28.644,8.17494,57.0796,0.570796,1706.06,1.04831,164.368,--,2.36E-06,8553.11,--,--,--,--,0.000223378,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88724,Aqueous,3,81.988,163.976,3.00E-08,101151,17.6039,14.4331,0.176039,33.6074,0.0665787,7.55E-07,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
55,"E7 ",NULL,17:23:47,29/01/2020,3543,55,View,1.86E+06,1.86E+06,5,5,0,100,5.03316,24.9871,0,100,25,0,E7,5,7,2020-Jan-29 16:23:46,14.322,0.0760333,1.72E-07,28.644,8.17494,57.0796,0.570796,1706.06,1.04831,164.368,--,2.36E-06,8553.11,--,--,--,--,0.000223378,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88724,Aqueous,4,433.03,866.059,5.68E-09,4.97E+06,7.3555,31.8515,0.073555,17.0926,0.143279,1.49E-08,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
56,"E8 ",NULL,17:24:28,29/01/2020,3584,56,View,1.82E+06,1.82E+06,5,5,0,100,5.03316,24.9844,0,100,25,0,E8,5,8,2020-Jan-29 16:23:46,377.38,0.121856,6.52E-09,754.76,215.407,57.0796,0.570796,3.60E+06,1.09009,358.145,--,6.26E-06,324.577,--,--,--,--,0.000553902,6,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887296,Aqueous,1,2.8465,5.693,8.64E-07,38.9203,17.7594,0.505522,0.177594,21.6814,98.4204,100,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
56,"E8 ",NULL,17:24:28,29/01/2020,3584,56,View,1.82E+06,1.82E+06,5,5,0,100,5.03316,24.9844,0,100,25,0,E8,5,8,2020-Jan-29 16:23:46,377.38,0.121856,6.52E-09,754.76,215.407,57.0796,0.570796,3.60E+06,1.09009,358.145,--,6.26E-06,324.577,--,--,--,--,0.000553902,6,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887296,Aqueous,2,39.4144,78.8288,6.24E-08,18226,9.30374,3.66701,0.0930374,11.9102,0.029397,8.26E-06,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
56,"E8 ",NULL,17:24:28,29/01/2020,3584,56,View,1.82E+06,1.82E+06,5,5,0,100,5.03316,24.9844,0,100,25,0,E8,5,8,2020-Jan-29 16:23:46,377.38,0.121856,6.52E-09,754.76,215.407,57.0796,0.570796,3.60E+06,1.09009,358.145,--,6.26E-06,324.577,--,--,--,--,0.000553902,6,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887296,Aqueous,3,501.294,1002.59,4.91E-09,7.00E+06,13.486,67.6043,0.13486,66.4084,1.55016,1.85E-07,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
57,"E9 ",NULL,17:25:10,29/01/2020,3626,57,View,2.04E+06,2.04E+06,5,5,0,100,5.03316,24.9864,0,100,25,0,E9,5,9,2020-Jan-29 16:23:46,717.834,0.1481,3.43E-09,1435.67,409.737,57.0796,0.570796,1.62E+07,1.14923,489.265,--,9.46E-07,170.645,--,--,--,--,0.00217321,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887255,Aqueous,1,2.31906,4.63812,1.06E-06,24.0954,20.2743,0.470172,0.202743,21.2402,98.9648,100,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
57,"E9 ",NULL,17:25:10,29/01/2020,3626,57,View,2.04E+06,2.04E+06,5,5,0,100,5.03316,24.9864,0,100,25,0,E9,5,9,2020-Jan-29 16:23:46,717.834,0.1481,3.43E-09,1435.67,409.737,57.0796,0.570796,1.62E+07,1.14923,489.265,--,9.46E-07,170.645,--,--,--,--,0.00217321,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887255,Aqueous,2,21.9044,43.8088,1.12E-07,4610.57,11.3289,2.48153,0.113289,11.452,0.0604148,4.41E-05,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
57,"E9 ",NULL,17:25:10,29/01/2020,3626,57,View,2.04E+06,2.04E+06,5,5,0,100,5.03316,24.9864,0,100,25,0,E9,5,9,2020-Jan-29 16:23:46,717.834,0.1481,3.43E-09,1435.67,409.737,57.0796,0.570796,1.62E+07,1.14923,489.265,--,9.46E-07,170.645,--,--,--,--,0.00217321,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887255,Aqueous,3,595.142,1190.28,4.13E-09,1.05E+07,14.8507,88.3827,0.148507,67.3078,0.974808,3.36E-08,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.05,TRIS,50,8,150,NULL,NULL,290120_1
58,"E10 ",NULL,17:25:56,29/01/2020,3672,58,View,3.46E+06,3.46E+06,5,5,0,100,5.03316,24.9932,0,100,25,0,E10,5,10,2020-Jan-29 16:23:46,167.199,0.0988504,1.47E-08,334.398,95.4365,57.0796,0.570796,535921,1.15493,187.544,--,7.09E-06,732.763,--,--,--,--,0.000315138,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887116,Aqueous,1,1.13641,2.27282,2.17E-06,4.54065,7.79191,0.088548,0.0779191,1.61149,97.7789,99.9988,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
58,"E10 ",NULL,17:25:56,29/01/2020,3672,58,View,3.46E+06,3.46E+06,5,5,0,100,5.03316,24.9932,0,100,25,0,E10,5,10,2020-Jan-29 16:23:46,167.199,0.0988504,1.47E-08,334.398,95.4365,57.0796,0.570796,535921,1.15493,187.544,--,7.09E-06,732.763,--,--,--,--,0.000315138,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887116,Aqueous,2,11.8493,23.6985,2.08E-07,1094.97,10.2312,1.21232,0.102312,22.5888,1.29349,0.00122385,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
58,"E10 ",NULL,17:25:56,29/01/2020,3672,58,View,3.46E+06,3.46E+06,5,5,0,100,5.03316,24.9932,0,100,25,0,E10,5,10,2020-Jan-29 16:23:46,167.199,0.0988504,1.47E-08,334.398,95.4365,57.0796,0.570796,535921,1.15493,187.544,--,7.09E-06,732.763,--,--,--,--,0.000315138,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887116,Aqueous,3,49.9853,99.9705,4.92E-08,31778.2,9.31871,4.65798,0.0931871,45.7711,0.0747736,8.74E-07,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
58,"E10 ",NULL,17:25:56,29/01/2020,3672,58,View,3.46E+06,3.46E+06,5,5,0,100,5.03316,24.9932,0,100,25,0,E10,5,10,2020-Jan-29 16:23:46,167.199,0.0988504,1.47E-08,334.398,95.4365,57.0796,0.570796,535921,1.15493,187.544,--,7.09E-06,732.763,--,--,--,--,0.000315138,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887116,Aqueous,4,561.893,1123.79,4.38E-09,9.14E+06,3.36923,18.9315,0.0336923,30.0286,0.85286,6.24E-09,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
59,"E11 ",NULL,17:27:01,29/01/2020,3737,59,View,3.91E+06,3.91E+06,5,5,0,100,5.03316,24.9991,0,100,25,0,E11,5,11,2020-Jan-29 16:23:46,98.2903,0.104622,2.50E-08,196.581,56.1037,57.0796,0.570796,154616,1.07211,111.488,--,1.94E-05,1246.68,--,--,--,--,0.000666678,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886995,Aqueous,1,8.3008,16.6016,2.96E-07,476.14,10.39,0.862453,0.1039,13.2701,73.1683,99.9432,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
59,"E11 ",NULL,17:27:01,29/01/2020,3737,59,View,3.91E+06,3.91E+06,5,5,0,100,5.03316,24.9991,0,100,25,0,E11,5,11,2020-Jan-29 16:23:46,98.2903,0.104622,2.50E-08,196.581,56.1037,57.0796,0.570796,154616,1.07211,111.488,--,1.94E-05,1246.68,--,--,--,--,0.000666678,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886995,Aqueous,2,40.5815,81.163,6.06E-08,19513.9,13.1166,5.3229,0.131166,54.1116,4.3819,0.0566477,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
59,"E11 ",NULL,17:27:01,29/01/2020,3737,59,View,3.91E+06,3.91E+06,5,5,0,100,5.03316,24.9991,0,100,25,0,E11,5,11,2020-Jan-29 16:23:46,98.2903,0.104622,2.50E-08,196.581,56.1037,57.0796,0.570796,154616,1.07211,111.488,--,1.94E-05,1246.68,--,--,--,--,0.000666678,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886995,Aqueous,3,469.591,939.182,5.24E-09,6.00E+06,10.1967,47.8829,0.101967,32.6183,22.4498,0.000152239,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
60,"E12 ",NULL,17:27:54,29/01/2020,3790,60,View,3.74E+06,3.74E+06,5,5,0,100,5.03316,25.0016,0,100,25,0,E12,5,12,2020-Jan-29 16:23:46,100.726,0.118491,2.44E-08,201.452,57.494,57.0796,0.570796,163730,1.05984,120.963,--,1.41E-05,1216.61,--,--,--,--,0.00025054,6,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886944,Aqueous,1,5.69072,11.3814,4.32E-07,196.842,11.1832,0.636402,0.111832,6.07084,71.8561,99.9389,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
60,"E12 ",NULL,17:27:54,29/01/2020,3790,60,View,3.74E+06,3.74E+06,5,5,0,100,5.03316,25.0016,0,100,25,0,E12,5,12,2020-Jan-29 16:23:46,100.726,0.118491,2.44E-08,201.452,57.494,57.0796,0.570796,163730,1.05984,120.963,--,1.41E-05,1216.61,--,--,--,--,0.00025054,6,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886944,Aqueous,2,27.6454,55.2908,8.90E-08,7948.53,11.1384,3.07925,0.111384,42.731,5.43016,0.0605439,E. coli Total Lipid,NULL,NULL,E. coli Total Lipid Extruded,0.313,SMA,0.01,TRIS,50,8,150,NULL,NULL,290120_1
